pin,property_a,house,street_dir,street_nam,street_typ,apartment,prop_city,prop_zip,land_value,improvemen,total_valu,class,school_dis,numbldgs,bldg_numb,bldg_sf,bldg_story,bldg_yrblt,bldg_desc,quality,condition,acres,sq_feet,centroid_latitude,centroid_longitude,source_county
1013561820,1862 N 153 PA,1862,N,153,PA, ,OMAHA,68154,28500.0,232600.0,261100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1187.0,1.0,1991.0,Mult Level,Average,Average,0.15,6570.0,41.27532856779402,-96.15216371690127,douglas
1013561965,14910 SEWARD PA,14910, ,SEWARD,PA, ,OMAHA,68154,33100.0,280200.0,313300.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1897.0,1.5,1978.0,Tri Level,Average,Average,0.23,10283.0,41.273949469574966,-96.14566855422692,douglas
1233510172,4843 S 236 CR,4843,S,236,CR, ,DOUGLAS COUNTY,68022,88600.0,554600.0,643200.0,R,GRETNA SCHOOL DIST (SARPY CTY),1.0,1,2421.0,1.0,2008.0,Ranch,Good,Average,1.0736,46766.0,41.21070651806855,-96.28276551766302,douglas
2234254146,5732 S 239 ST,5732,S,239,ST, ,DOUGLAS COUNTY,68022,76600.0,634200.0,710800.0,R,GRETNA SCHOOL DIST (SARPY CTY),1.0,1,2140.0,1.0,2009.0,Ranch,Very Good,Average,0.3712,16170.0,41.19937965037438,-96.29113155020589,douglas
2008877316,1112 N 155 AV,1112,N,155,AV, ,OMAHA,68154,31700.0,321500.0,353200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2204.0,2.0,1990.0,2 Story,Average,Average,0.16,7360.0,41.27196293754919,-96.15764456324654,douglas
2008877636,765 N 155 AV,765,N,155,AV, ,OMAHA,68154,42400.0,335500.0,377900.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2565.0,1.5,1987.0,Tri Level,Average,Average,0.17,7623.0,41.26892052864153,-96.15706120723513,douglas
2008875554,15270 BEMIS ST,15270, ,BEMIS,ST, ,OMAHA,68154,42200.0,266300.0,308500.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1440.0,1.0,1982.0,Split Entry,Average,Good,0.16,7182.0,41.268853644664134,-96.15122771749671,douglas
2008875578,15319 CUMING ST,15319, ,CUMING,ST, ,OMAHA,68154,42200.0,253800.0,296000.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1810.0,1.5,1984.0,Tri Level,Average,Average,0.16,7015.0,41.26971422505617,-96.15217245420602,douglas
2008878030,15337 CALIFORNIA ST,15337, ,CALIFORNIA,ST, ,OMAHA,68154,42400.0,260300.0,302700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1922.0,1.5,1984.0,Tri Level,Average,Average,0.17,7810.0,41.266214641670075,-96.15561295120331,douglas
2524500182,24312 LEAVENWORTH CR,24312, ,LEAVENWORTH,CR, ,DOUGLAS COUNTY,68069,265900.0,1776500.0,2042400.0,R,GREATER WESTERN DCCS DISTRICT,1.0,1,4329.0,2.0,2005.0,2 Story,Excellent,Good,0.93,40524.25,41.25233622589673,-96.29693525962176,douglas
2202445370,653 N 148 ST,653,N,148,ST, ,OMAHA,68154,36400.0,313700.0,350100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2486.0,2.0,1987.0,2 Story,Good,Average,0.21,9394.0,41.26539010462613,-96.14649298065099,douglas
2425300034,3801 S 188 ST,3801,S,188,ST, ,DOUGLAS COUNTY,68130,74800.0,512000.0,586800.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,3096.0,2.0,2008.0,2 Story,Good,Average,0.2179,9490.0,41.22152626422126,-96.2095290026794,douglas
2425241214,18429 D ST,18429, ,D,ST, ,OMAHA,68130,53800.0,433800.0,487600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2939.0,2.0,2006.0,2 Story,Good,Average,0.25,11050.0,41.22229297754312,-96.20435594260759,douglas
2425240422,18652 VAN CAMP DR,18652, ,VAN CAMP,DR, ,DOUGLAS COUNTY,68130,53600.0,454500.0,508100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2474.0,2.0,2012.0,2 Story,Good,Good,0.23,10019.0,41.2244934683632,-96.2075078414058,douglas
2425241747,3211 S 184 TR,3211,S,184,TR, ,OMAHA,68130,85100.0,601900.0,687000.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,2150.0,1.0,2012.0,Ranch,Good,Good,0.37,16117.0,41.22800978814336,-96.20254339724193,douglas
0523400152,5620 S 193 ST,5620,S,193,ST, ,DOUGLAS COUNTY,68135,24300.0,229500.0,253800.0,R,GRETNA SCHOOL DIST (SARPY CTY),1.0,1,1048.0,1.0,2007.0,Mult Level,Average,Average,0.1171,5100.0,41.20102801833515,-96.21670839884214,douglas
0523400144,5615 S 193 ST,5615,S,193,ST, ,DOUGLAS COUNTY,68135,25500.0,250800.0,276300.0,R,GRETNA SCHOOL DIST (SARPY CTY),1.0,1,1379.0,1.5,2007.0,Tri Level,Average,Average,0.1791,7800.0,41.20112425295116,-96.21607160628409,douglas
0523401048,19464 R ST,19464, ,R,ST, ,DOUGLAS COUNTY,68135,25100.0,259100.0,284200.0,R,GRETNA SCHOOL DIST (SARPY CTY),1.0,1,1343.0,1.5,2012.0,Tri Level,Average,Good,0.1561,6800.0,41.204670238793355,-96.2212189830474,douglas
1261870532,18902 DREXEL CR,18902, ,DREXEL,CR, ,DOUGLAS COUNTY,68135,29800.0,249800.0,279600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1162.0,1.0,2012.0,Split Entry,Average,Average,0.32,13939.0,41.19311926627718,-96.21095763938588,douglas
1261872756,6031 S 186 AV,6031,S,186,AV, ,DOUGLAS COUNTY,68135,29800.0,262900.0,292700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1312.0,1.0,2008.0,Mult Level,Average,Average,0.24,10454.0,41.19528270111354,-96.20662715365894,douglas
1261872046,6136 S 190 TR,6136,S,190,TR, ,DOUGLAS COUNTY,68135,29700.0,293000.0,322700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1294.0,1.0,2014.0,Ranch,Average,Average,0.1364,5940.0,41.19480817101011,-96.21209918049075,douglas
2244158660,7754 POTTER ST,7754, ,POTTER,ST, ,DOUGLAS COUNTY,68122,29800.0,202600.0,232400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1173.0,1.0,2007.0,Split Entry,Average,Average,0.1,4356.0,41.328314388053215,-96.03130284212033,douglas
2244158596,7360 N 77 AV,7360,N,77,AV, ,DOUGLAS COUNTY,68122,32200.0,205600.0,237800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1191.0,1.0,2007.0,Split Entry,Average,Average,0.16,6970.0,41.325803935479044,-96.0328824557495,douglas
2241158464,7315 N 76 ST,7315,N,76,ST, ,DOUGLAS COUNTY,68122,37400.0,219700.0,257100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1233.0,1.0,2006.0,Split Entry,Average,Average,0.4,17424.0,41.32500021475583,-96.02989013691635,douglas
2241158582,7523 N 73 CR,7523,N,73,CR, ,DOUGLAS COUNTY,68122,36400.0,224900.0,261300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1233.0,1.0,2007.0,Split Entry,Average,Average,0.34,14810.0,41.32794106396401,-96.024403421536,douglas
2241158446,7412 WYOMING ST,7412, ,WYOMING,ST, ,DOUGLAS COUNTY,68122,30700.0,230000.0,260700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1409.0,1.5,2006.0,Tri Level,Average,Average,0.12,5227.0,41.325493028146774,-96.02684305419481,douglas
2544011698,7526 ERNST ST,7526, ,ERNST,ST, ,OMAHA,68122,33900.0,198600.0,232500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1278.0,1.0,1997.0,Split Entry,Average,Average,0.21,9525.0,41.32375518159025,-96.02995234338238,douglas
0643912548,1203 N 97 PA,1203,N,97,PA, ,OMAHA,68114,4300.0,439600.0,443900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2664.0,1.5,1991.0,Condo <= 3 Stories,Good,Good,0.0,0.0,41.27231855666419,-96.06442979582982,douglas
1420815000,2911 MASON ST,2911, ,MASON,ST,1,OMAHA,68105,3500.0,133800.0,137300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1274.0,2.0,1896.0,Apartments (Hi-Rise),Average,Good,0.0,0.0,41.25061457609069,-95.95545689971198,douglas
0522730952,17808 CORBY ST,17808, ,CORBY,ST, ,DOUGLAS COUNTY,68116,63800.0,490400.0,554200.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1865.0,1.0,2016.0,Ranch,Good,Good,0.2462,10724.0,41.28442129975207,-96.19337284614545,douglas
2537720720,8106 RALSTON AV,8106, ,RALSTON,AV, ,RALSTON,68127,21600.0,215700.0,237300.0,R,RALSTON PUBLIC SCHOOL DISTRICT,1.0,1,1094.0,1.0,1960.0,Ranch,Average,Average,0.19,8710.0,41.19461436125958,-96.03960804754635,douglas
1902390842,5417 S 107 ST,5417,S,107,ST, ,OMAHA,68127,57200.0,241000.0,298200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1396.0,1.0,1967.0,Mult Level,Average,Average,0.32,14304.0,41.20326781738864,-96.07712426065083,douglas
0523386050,6420 S 106 CR,6420,S,106,CR, ,OMAHA,68127,44300.0,374800.0,419100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,3013.0,2.0,1985.0,2 Story,Good,Average,0.35,15428.0,41.19386349118844,-96.0798853727294,douglas
0523385420,6218 S 107 ST,6218,S,107,ST, ,OMAHA,68127,37100.0,299900.0,337000.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2068.0,1.5,1987.0,Tri Level,Good,Average,0.21,9450.0,41.19598308832435,-96.08096387315011,douglas
0523386504,6104 S 102 AV,6104,S,102,AV, ,OMAHA,68127,38600.0,323000.0,361600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2532.0,2.0,1991.0,2 Story,Good,Average,0.24,10500.0,41.196664642317366,-96.0737210483331,douglas
2329465114,6306 S 93 CR,6306,S,93,CR, ,OMAHA,68127,29800.0,245100.0,274900.0,R,RALSTON PUBLIC SCHOOL DISTRICT,1.0,1,1453.0,1.0,1979.0,Split Entry,Average,Average,0.17,7548.0,41.19565052675099,-96.05939786544432,douglas
1934355054,507 S 161 ST,507,S,161,ST, ,OMAHA,68118,39500.0,354400.0,393900.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1813.0,1.0,1993.0,Ranch,Good,Average,0.2,9000.0,41.253845369772854,-96.1677017844094,douglas
0739455104,16611 JONES ST,16611, ,JONES,ST, ,OMAHA,68118,50600.0,442100.0,492700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2675.0,2.0,1994.0,2 Story,Good,Average,0.26,11440.0,41.25157377205562,-96.17369815960497,douglas
1934247160,15974 HOWARD ST,15974, ,HOWARD,ST, ,OMAHA,68118,41600.0,285900.0,327500.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2282.0,2.0,1990.0,2 Story,Good,Average,0.25,11000.0,41.25311706055198,-96.16600780693884,douglas
1136516680,416 S 158 CR,416,S,158,CR, ,OMAHA,68118,35500.0,366200.0,401700.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2383.0,1.5,1986.0,Tri Level,Good,Average,0.22,9750.0,41.2555927877538,-96.16317215907837,douglas
1934249116,325 N 162 ST,325,N,162,ST, ,OMAHA,68118,40300.0,286800.0,327100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2288.0,1.5,1990.0,Tri Level,Good,Average,0.22,9675.0,41.2604647619974,-96.1686965564837,douglas
1934247388,302 S 160 ST,302,S,160,ST, ,OMAHA,68118,48400.0,400000.0,448400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2849.0,2.0,1989.0,2 Story,Good,Good,0.45,19673.0,41.25731154367827,-96.16724958241595,douglas
1627463837,1905 N 132 AVENUE CR,1905,N,132 AVENUE,CR, ,OMAHA,68154,118400.0,356200.0,474600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1918.0,1.0,1994.0,Ranch,Good,Average,0.27,12180.0,41.277305768109144,-96.12219131395172,douglas
1627465339,13420 HAMILTON ST,13420, ,HAMILTON,ST, ,OMAHA,68154,322300.0,2177900.0,2500200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,2.0,1,5928.0,1.5,2024.0,1 1/2 Story Fin,Excellent,Very Good,0.89,38768.0,41.271734563641246,-96.12411211414027,douglas
1627462747,13808 CHARLES ST,13808, ,CHARLES,ST, ,OMAHA,68154,142900.0,534700.0,677600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,3050.0,1.5,1992.0,1 1/2 Story Fin,Very Good,Average,0.4,17792.0,41.2751148948749,-96.13046734545405,douglas
2401967014,1450 N 133 ST,1450,N,133,ST, ,OMAHA,68154,108700.0,748700.0,857400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,3513.0,1.5,1999.0,1 1/2 Story Fin,Good,Good,0.27,12180.0,41.273892072839246,-96.12203111700637,douglas
2401967012,1442 N 133 ST,1442,N,133,ST, ,OMAHA,68154,110100.0,644500.0,754600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2635.0,1.0,1999.0,Ranch,Good,Average,0.28,12432.0,41.27366160140484,-96.12203872605534,douglas
1755510710,1008 N 122 ST,1008,N,122,ST, ,OMAHA,68154,49700.0,319900.0,369600.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1796.0,1.0,1972.0,Ranch,Average,Average,0.29,13029.0,41.26890279165406,-96.10270482887611,douglas
2117435054,1315 N 129 CR,1315,N,129,CR, ,OMAHA,68154,55200.0,795200.0,850400.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3777.0,1.0,1984.0,Ranch,Very Good,Good,0.44,19200.0,41.2726984840755,-96.11339619496881,douglas
0745315652,12218 FRANKLIN CR,12218, ,FRANKLIN,CR, ,OMAHA,68154,34700.0,258500.0,293200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1512.0,1.0,1981.0,Split Entry,Good,Good,0.19,8300.0,41.27504348605222,-96.10515257354432,douglas
0729887688,13124 SEWARD ST,13124, ,SEWARD,ST, ,OMAHA,68154,38100.0,444700.0,482800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3243.0,2.0,1991.0,2 Story,Good,Good,0.25,11067.0,41.27594592457436,-96.11810877948517,douglas
0729887754,1729 N 129 ST,1729,N,129,ST, ,OMAHA,68154,49400.0,561800.0,611200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3879.0,2.0,1993.0,2 Story,Good,Good,0.39,17340.0,41.275952087209134,-96.1130630679611,douglas
0234240005,13815 N 42 ST,13815,N,42,ST, ,DOUGLAS COUNTY,68112,82550.0,426200.0,508750.0,F,OMAHA PUBLIC SCHOOL DISTRICT,3.0,1,2252.0,1.0,1964.0,Ranch,Good,Good,15.0,653400.0,41.383929713519045,-95.97427122621687,douglas
1862090000,15412 HOWE ST,15412, ,HOWE,ST, ,OMAHA,68144,26400.0,245200.0,271600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1244.0,1.0,1988.0,Mult Level,Average,Average,0.15,6600.0,41.22282162837237,-96.15616296382846,douglas
1217825010,4209 N 130 CR,4209,N,130,CR, ,OMAHA,68164,19900.0,195300.0,215200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1014.0,1.0,1973.0,Split Entry,Average,Average,0.17,7434.0,41.296709124163954,-96.11668565928355,douglas
1217825122,4319 N 130 AV,4319,N,130,AV, ,OMAHA,68164,20700.0,209000.0,229700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1183.0,1.0,1979.0,Mult Level,Average,Average,0.24,10788.0,41.29790524240877,-96.11741537394218,douglas
1217825224,13057 AMES AV,13057, ,AMES,AV, ,OMAHA,68164,19800.0,167700.0,187500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1022.0,1.0,1979.0,Mult Level,Average,Average,0.16,7000.0,41.2987381558975,-96.11780743364952,douglas
1217825282,12910 AMES AV,12910, ,AMES,AV, ,OMAHA,68164,19800.0,178400.0,198200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,900.0,1.0,1984.0,Split Entry,Average,Average,0.15,6936.0,41.299200670985606,-96.11558974232678,douglas
2328749020,12628 FOWLER AV,12628, ,FOWLER,AV, ,OMAHA,68164,20100.0,253000.0,273100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,936.0,1.0,1993.0,Split Entry,Average,Average,0.19,8288.0,41.301985780608405,-96.11182994988818,douglas
1943780165,4201 N 129 ST,4201,N,129,ST, ,OMAHA,68164,10757600.0,3074800.0,13832400.0,C,OMAHA PUBLIC SCHOOL DISTRICT,2.0,1,1.0,0.0,1973.0,Mobile Home Parks  *CODE,Average,Average,54.88,2390572.0,41.29519066748566,-96.11290471318264,douglas
1514146346,3906 N 113 CR,3906,N,113,CR, ,OMAHA,68164,39600.0,264100.0,303700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1999.0,2.0,1978.0,2 Story,Average,Average,0.2797,12185.0,41.295095616997315,-96.08976591461484,douglas
1514146054,10917 SAHLER ST,10917, ,SAHLER,ST, ,OMAHA,68164,35100.0,267900.0,303000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2300.0,1.5,1973.0,Tri Level,Average,Average,0.18,7700.0,41.29604970110739,-96.08357715618587,douglas
1514146344,11305 SPAULDING ST,11305, ,SPAULDING,ST, ,OMAHA,68164,41200.0,337600.0,378800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2800.0,1.5,1978.0,1 1/2 Story Fin,Average,Average,0.3282,14298.0,41.2952667262545,-96.09007095271785,douglas
1514146434,11524 SAHLER ST,11524, ,SAHLER,ST, ,OMAHA,68164,37300.0,288600.0,325900.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1446.0,1.0,1980.0,Split Entry,Average,Average,0.22,9750.0,41.297181957790016,-96.09436718779837,douglas
1514145834,11347 TAYLOR ST,11347, ,TAYLOR,ST, ,OMAHA,68164,36300.0,224400.0,260700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2059.0,2.0,1973.0,2 Story,Average,Fair,0.2,8740.0,41.29887039795606,-96.09064348037906,douglas
2122851134,11617 QUEENS DR,11617, ,QUEENS,DR, ,OMAHA,68164,24800.0,267900.0,292700.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1272.0,1.0,1972.0,Split Entry,Average,Average,0.28,12261.0,41.30478661481041,-96.09299254739784,douglas
1024236164,5262 N 110 AVENUE CR,5262,N,110 AVENUE,CR, ,OMAHA,68164,30300.0,274500.0,304800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1936.0,2.0,1981.0,2 Story,Average,Average,0.15,6942.0,41.305838185378896,-96.0837512880676,douglas
2118290200,840 LOVELAND DR,840, ,LOVELAND,DR, ,OMAHA,68114,280100.0,2181700.0,2461800.0,R,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,5276.0,1.0,2015.0,Ranch,Very Good,Very Good,1.3539,58974.0,41.249972413371964,-96.04121897109697,douglas
0641060000,521 BEVERLY DR,521, ,BEVERLY,DR, ,OMAHA,68114,105300.0,258500.0,363800.0,R,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,1627.0,1.0,1950.0,Ranch,Average,Good,0.5,22176.0,41.25269519544621,-96.03600133482126,douglas
2327301014,7825 DAVENPORT ST,7825, ,DAVENPORT,ST, ,OMAHA,68114,672700.0,9182300.0,9855000.0,C,WESTSIDE COMM. SCHOOL DISTRICT,1.0,1,71777.0,4.0,2011.0,Extended Stay Motels,Good,Very Good,1.7115,74554.0,41.26083509452551,-96.03778206316815,douglas
2515070000,1932 S 61 ST,1932,S,61,ST, ,OMAHA,68106,23200.0,192100.0,215300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1011.0,1.0,1946.0,Ranch,Average,Average,0.13,5850.0,41.24049978909315,-96.00629191744332,douglas
2514410000,6153 WALNUT ST,6153, ,WALNUT,ST, ,OMAHA,68106,25200.0,273300.0,298500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1272.0,1.0,1946.0,Raised Ranch,Average,Good,0.18,7896.0,41.24222044225872,-96.00741435684056,douglas
2540387450,1607 S 211 ST,1607,S,211,ST, ,DOUGLAS COUNTY,68022,73500.0,538400.0,611900.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1848.0,1.0,2014.0,Ranch,Good,Good,0.2498,10880.0,41.24339900114853,-96.24474217094708,douglas
1003857847,13940 EAGLE RUN DR,13940, ,EAGLE RUN,DR, ,OMAHA,68164,140600.0,988700.0,1129300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,4085.0,1.5,1992.0,1 1/2 Story Fin,Very Good,Very Good,0.46,20276.0,41.28712959009518,-96.13178446514888,douglas
1003858950,13405 EAGLE RUN DR,13405, ,EAGLE RUN,DR, ,OMAHA,68164,103300.0,812900.0,916200.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3495.0,1.5,1995.0,1 1/2 Story Fin,Very Good,Good,0.9281,40430.0,41.28697015198694,-96.12344259678237,douglas
1003857686,13330 BINNEY ST,13330, ,BINNEY,ST, ,OMAHA,68164,99400.0,711600.0,811000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3383.0,2.0,1995.0,2 Story,Very Good,Good,0.35,15576.0,41.28642507878146,-96.1233287912662,douglas
1003857714,13417 BINNEY ST,13417, ,BINNEY,ST, ,OMAHA,68164,99900.0,747400.0,847300.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3664.0,2.0,1994.0,2 Story,Very Good,Good,0.4,17760.0,41.286295362616926,-96.12434625514716,douglas
2304885264,13337 MIAMI ST,13337, ,MIAMI,ST, ,OMAHA,68164,38000.0,354800.0,392800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2308.0,2.0,1987.0,2 Story,Good,Average,0.24,10496.0,41.28338120819376,-96.1224887595804,douglas
1003857853,3332 N 140 ST,3332,N,140,ST, ,OMAHA,68164,99400.0,879400.0,978800.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,3798.0,1.5,1994.0,1 1/2 Story Fin,Very Good,Good,0.35,15680.0,41.28793115846564,-96.13206776479574,douglas
1003856435,14021 EAGLE RUN DR,14021, ,EAGLE RUN,DR, ,OMAHA,68164,98400.0,552600.0,651000.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,2445.0,1.0,1994.0,Ranch,Good,Very Good,0.28,12400.0,41.28682502980976,-96.13293223723127,douglas
0530665474,14222 CORBY ST,14222, ,CORBY,ST, ,OMAHA,68164,21100.0,219500.0,240600.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1072.0,1.0,1978.0,Mult Level,Average,Average,0.19,8382.0,41.28473487984333,-96.13636214229803,douglas
2505005416,13833 WOOD VALLEY DR,13833, ,WOOD VALLEY,DR, ,DOUGLAS COUNTY,68142,25000.0,240100.0,265100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1163.0,1.0,2015.0,Split Entry,Average,Good,0.2032,8851.0,41.321507989887415,-96.13040067599732,douglas
0526076170,3123 S 163 ST,3123,S,163,ST, ,OMAHA,68130,41900.0,385200.0,427100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2596.0,2.0,1984.0,2 Story,Good,Average,0.23,10275.0,41.228268943698254,-96.16761452887086,douglas
0526075196,16330 ELM ST,16330, ,ELM,ST, ,OMAHA,68130,39700.0,327700.0,367400.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,2496.0,2.0,1981.0,2 Story,Good,Average,0.2,8856.0,41.23100008486378,-96.1704646317103,douglas
2048395330,21207 WELSH RD,21207, ,WELSH,RD, ,OMAHA,68022,20600.0,132400.0,153000.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1028.0,1.0,1975.0,Split Entry,Average,Fair,0.2,8890.0,41.29304583137572,-96.24769039353465,douglas
2048395348,21206 WELSH RD,21206, ,WELSH,RD, ,OMAHA,68022,20600.0,162900.0,183500.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1064.0,1.0,1975.0,Split Entry,Average,Average,0.22,9750.0,41.293528210612834,-96.24742490189514,douglas
0524450318,3860 N 208 ST,3860,N,208,ST, ,OMAHA,68022,39400.0,280700.0,320100.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1378.0,1.0,2004.0,Ranch,Good,Good,0.22,10000.0,41.29360031204806,-96.24169634763145,douglas
0523380236,3830 N 206 ST,3830,N,206,ST, ,OMAHA,68022,40400.0,362300.0,402700.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,2573.0,2.0,1978.0,2 Story,Average,Good,0.29,12920.0,41.293921511864056,-96.2378008356102,douglas
2048396848,21310 CLYDESDALE CR,21310, ,CLYDESDALE,CR, ,OMAHA,68022,20700.0,83600.0,104300.0,R,ELKHORN PUBLIC SCHOOL DISTRICT,1.0,1,1224.0,1.0,1995.0,Mult Level,Average,Average,0.25,10944.0,41.295911000686154,-96.24847389044527,douglas
2505005520,6917 N 143 ST,6917,N,143,ST, ,DOUGLAS COUNTY,68142,25000.0,230500.0,255500.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1348.0,1.0,2015.0,Ranch,Average,Good,0.1322,5760.0,41.32224944692153,-96.1374084268683,douglas
1710870208,17104 PHOEBE ST,17104, ,PHOEBE,ST, ,DOUGLAS COUNTY,68007,50000.0,329300.0,379300.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1533.0,1.0,2021.0,Ranch,Average,Very Good,0.25,10890.0,41.33513701925279,-96.18269452440641,douglas
1710870180,8113 N 173 ST,8113,N,173,ST, ,DOUGLAS COUNTY,68007,50000.0,303000.0,353000.0,R,BENNINGTON PUBLIC SCHOOL DIST,1.0,1,1533.0,1.0,2018.0,Ranch,Average,Very Good,0.18,7840.8,41.33331481200407,-96.18506035520275,douglas
1804790690,2107 S 135 AV,2107,S,135,AV, ,OMAHA,68144,33900.0,213300.0,247200.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1554.0,1.5,1967.0,Tri Level,Average,Average,0.22,9680.0,41.24002289984283,-96.12508993372273,douglas
1141166300,14142 FRANCES ST,14142, ,FRANCES,ST, ,OMAHA,68144,32700.0,258200.0,290900.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1732.0,1.0,1977.0,Mult Level,Average,Average,0.17,7700.0,41.24031760280691,-96.13486051637462,douglas
1941961312,13904 SHIRLEY ST,13904, ,SHIRLEY,ST, ,OMAHA,68144,33900.0,274200.0,308100.0,R,MILLARD PUBLIC SCHOOL DISTRICT,1.0,1,1814.0,1.5,1971.0,Tri Level,Average,Average,0.21,9581.0,41.242031230583436,-96.13011067557979,douglas
2328854700,1416 S 134 ST,1416,S,134,ST, ,OMAHA,68144,34600.0,271500.0,306100.0,R,OMAHA PUBLIC SCHOOL DISTRICT,1.0,1,1659.0,1.0,1973.0,Split Entry,Average,Average,0.25,10960.0,41.245568396537536,-96.123925238089,douglas
