record_number,record_date,permit_type,status,source_county,property_a,prop_city,prop_zip,licensed_company_name,roof_covering_material,bldg_sf,total_valu,property_age,job_value,source_date_range_start,source_date_range_end,forest_point_estimate,comp_median,comp_low_10,comp_high_90,comp_low_05,comp_high_95,comp_neighbor_count,recommended_band_low,recommended_band_high,actual_minus_comp_median,actual_vs_comp_median_pct,forest_minus_comp_median
BLD-25-16831,2025-12-15,RE-ROOF,Issued,douglas,5115 DAVENPORT ST,OMAHA,68132,A1 Roofing pros,Asphalt,2200.0,417500.0,114.0,7000.0,2025-12-13,2026-01-22,7226.984471279569,8443.05,2428.2300000000005,26823.500000000004,1380.0,30879.949999999993,12,1380.0,30879.949999999993,-1443.0499999999993,-0.17091572358330218,-1216.06552872043
BLD-25-16899,2025-12-17,RE-ROOF,Issued,douglas,607 S 199 ST,OMAHA,68022,607 S 199th St,Asphalt,1977.0,528200.0,18.0,8500.0,2025-12-13,2026-01-22,14083.035550037937,18620.525,13270.0,29103.5,11868.9025,29513.25,12,11868.9025,29513.25,-10120.525000000001,-0.5435144820030585,-4537.489449962064
BLD-25-16900,2025-12-17,RE-ROOF,Closed,douglas,7754 POTTER ST,DOUGLAS COUNTY,68122,BULLDOG ROOFING,Asphalt,1173.0,232400.0,18.0,5834.57,2025-12-13,2026-01-22,8216.170598790726,9750.0,6060.7970000000005,17810.4,5086.9315,27725.399999999987,12,5086.9315,27725.399999999987,-3915.4300000000003,-0.40158256410256415,-1533.8294012092738
BLD-25-16908,2025-12-18,RE-ROOF,Issued,douglas,8121 N 38 ST,OMAHA,68112,"DOLL HOUSE INVESTMENTS, LLC DBA DHI",Asphalt,2369.0,362100.0,63.0,17500.0,2025-12-13,2026-01-22,15387.982809400422,19959.870000000003,8316.599,26454.082000000002,4676.8105,30627.649999999994,12,4676.8105,30627.649999999994,-2459.8700000000026,-0.1232407826303479,-4571.88719059958
BLD-25-16912,2025-12-18,RE-ROOF,Issued,douglas,10420 NEWPORT AV,OMAHA,68122,4140 S 52ND ST.,Asphalt,2335.0,309800.0,31.0,23918.0,2025-12-13,2026-01-22,17390.218144210783,14693.5,10670.1,20605.100000000002,10303.6555,23887.949999999997,12,10303.6555,23887.949999999997,9224.5,0.627794603055773,2696.718144210783
BLD-25-16937,2025-12-19,RE-ROOF,Issued,douglas,3812 N 160 AV,OMAHA,68116,"DYNASTY RESTORATION, INC.",Asphalt,2368.0,412200.0,22.0,7875.0,2025-12-13,2026-01-22,10889.895305866836,12261.5,7820.0,22300.000000000004,7440.0,27960.799999999992,12,7440.0,27960.799999999992,-4386.5,-0.3577457896668434,-1371.6046941331642
BLD-25-16961,2025-12-19,RE-ROOF,Issued,douglas,17519 MADISON ST,OMAHA,68135,ANCHOR ROOFING & LANDSCAPING LLC,Asphalt,1954.0,469400.0,22.0,28000.0,2025-12-13,2026-01-22,19367.186219101128,12668.5,4222.926,21991.025,3841.797,28173.73749999999,12,3841.797,28173.73749999999,15331.5,1.2102064174922051,6698.686219101128
BLD-25-16963,2025-12-19,RE-ROOF,Issued,douglas,14463 SHERWOOD AV,OMAHA,68116,ROYALTY ROOFING INC,Asphalt,2407.0,343500.0,37.0,8584.06,2025-12-13,2026-01-22,10627.739326810748,14000.0,8061.359,19689.914,7883.0,23460.049999999996,12,7883.0,23460.049999999996,-5415.9400000000005,-0.38685285714285716,-3372.260673189252
BLD-25-16968,2025-12-20,RE-ROOF,Issued,douglas,2614 S 34 ST,OMAHA,68105,BEST ROOFING,Asphalt,720.0,179600.0,105.0,7820.0,2025-12-13,2026-01-22,7134.834120563002,7970.5,4851.5,12450.0,4684.25,15698.599999999995,12,4684.25,15698.599999999995,-150.5,-0.018882127846433724,-835.6658794369978
BLD-25-16972,2025-12-22,RE-ROOF,Issued,douglas,7053 STARLITE DR,OMAHA,68152,"NASTASE CONTRACTING, INC.",Asphalt,2672.0,424500.0,64.0,23000.0,2025-12-13,2026-01-22,24536.079269460613,19959.870000000003,8296.599,34505.3,4676.8105,48765.29999999998,12,4676.8105,48765.29999999998,3040.1299999999974,0.15231211425725705,4576.209269460611
BLD-25-16984,2025-12-22,RE-ROOF,Issued,douglas,3463 PINEY CREEK DR,DOUGLAS COUNTY,68022,All-Star Exteriors,Asphalt,1201.0,284400.0,17.0,10000.0,2025-12-13,2026-01-22,8648.255497916003,8500.0,900.0000000000003,12882.0,500.0,15223.659499999996,12,500.0,15223.659499999996,1500.0,0.17647058823529413,148.25549791600315
BLD-25-16990,2025-12-22,RE-ROOF,Issued,douglas,6119 CAMDEN AV,OMAHA,68104,BN ENTERPRISES LLC,Asphalt,912.0,111900.0,64.0,4500.0,2025-12-13,2026-01-22,5548.662807746165,6324.66,1830.0,11830.972000000002,1160.0,12400.844,12,1160.0,12400.844,-1824.6599999999999,-0.2884993027293167,-775.9971922538352
BLD-25-16995,2025-12-22,RE-ROOF,Closed,douglas,3924 N 18 ST,OMAHA,68110,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,Asphalt,1460.0,131100.0,115.0,500.0,2025-12-13,2026-01-22,958.6723783312926,10100.0,6014.103,14900.0,3525.0000000000005,15000.0,12,3525.0000000000005,15000.0,-9600.0,-0.9504950495049505,-9141.327621668708
BLD-25-16996,2025-12-22,RE-ROOF,Closed,douglas,1721 SPRAGUE ST,OMAHA,68110,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,Asphalt,1168.0,112700.0,110.0,500.0,2025-12-13,2026-01-22,801.1562671804833,10100.0,5518.9,13900.0,4359.05,14000.0,12,4359.05,14000.0,-9600.0,-0.9504950495049505,-9298.843732819516
BLD-25-17013,2025-12-23,RE-ROOF,Closed,douglas,3186 MEREDITH AV,OMAHA,68111,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,Asphalt,1500.0,179300.0,22.0,500.0,2025-12-13,2026-01-22,1336.7985559896242,9250.0,5923.413,16244.062000000002,5234.0135,19515.749999999996,12,5234.0135,19515.749999999996,-8750.0,-0.9459459459459459,-7913.201444010376
BLD-25-17016,2025-12-23,RE-ROOF,Closed,douglas,5407 HICKORY ST,OMAHA,68106,BULLDOG ROOFING,Asphalt,832.0,175800.0,101.0,6234.31,2025-12-13,2026-01-22,6920.404296292706,8110.0,2337.119,15000.0,1389.4850000000001,20227.096499999992,12,1389.4850000000001,20227.096499999992,-1875.6899999999996,-0.23128113440197282,-1189.595703707294
BLD-25-17024,2025-12-23,RE-ROOF,Issued,douglas,17175 PARKER ST,DOUGLAS COUNTY,68118,MCCOY ROOFING HOLDINGS,Asphalt,2550.0,454800.0,23.0,7000.0,2025-12-13,2026-01-22,11448.130954721308,12683.619999999999,8200.0,22700.0,7943.75,24799.999999999996,12,7943.75,24799.999999999996,-5683.619999999999,-0.44810708614733014,-1235.4890452786913
BLD-25-17035,2025-12-23,RE-ROOF,Issued,douglas,5105 S 165 ST,OMAHA,68135,BEST ROOFING,Asphalt,1992.0,341900.0,34.0,11140.0,2025-12-13,2026-01-22,10468.027797497645,12415.435000000001,9010.0,17800.0,6525.0,19349.999999999996,12,6525.0,19349.999999999996,-1275.4350000000013,-0.10272978755879283,-1947.407202502356
BLD-25-17046,2025-12-26,RE-ROOF,Issued,douglas,5024 MAGNOLIA ST,OMAHA,68137,"PRO GRADE EXTERIORS, LLC",Asphalt,984.0,203700.0,61.0,15000.0,2025-12-13,2026-01-22,3720.3752205004553,5476.5,3445.2,11557.9,1870.45,12709.849999999999,12,1870.45,12709.849999999999,9523.5,1.7389756231169542,-1756.1247794995447
BLD-25-17060,2025-12-29,RE-ROOF,Issued,douglas,7510 HOWELL ST,OMAHA,68122,MOOSE ROOFING,Asphalt,1085.0,233100.0,20.0,10082.0,2025-12-13,2026-01-22,11117.045546550933,9440.5,5966.113,13521.7,5649.332,25477.54999999998,12,5649.332,25477.54999999998,641.5,0.06795190932683651,1676.545546550933
BLD-25-17067,2025-12-29,RE-ROOF,Issued,douglas,6512 S 28 ST,OMAHA,68107,HOMETOWN ROOFING,Asphalt,1386.0,208400.0,125.0,12754.5,2025-12-13,2026-01-22,10196.379048451583,8910.0,1766.4920000000002,12000.0,1050.0,12000.0,12,1050.0,12000.0,3844.5,0.43148148148148147,1286.379048451583
BLD-25-17086,2025-12-30,RE-ROOF,Issued,douglas,6215 N 146 ST,DOUGLAS COUNTY,68116,SOUTH O ROOFING,Asphalt,1500.0,351900.0,20.0,13500.0,2025-12-13,2026-01-22,12636.067788533766,17431.225,7531.3,21556.5,6644.1,22693.0065,12,6644.1,22693.0065,-3931.2249999999985,-0.22552775263930097,-4795.157211466232
BLD-25-17089,2025-12-30,RE-ROOF,Issued,douglas,3435 N 161 AV,OMAHA,68116,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,Asphalt,2732.0,669400.0,18.0,34199.0,2025-12-13,2026-01-22,28223.37154127966,23229.0,11598.689,48264.338,10909.1525,62419.99999999998,12,10909.1525,62419.99999999998,10970.0,0.4722545094493952,4994.371541279659
BLD-25-17090,2025-12-30,RE-ROOF,Issued,douglas,3830 N 206 ST,OMAHA,68022,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,Asphalt,2573.0,402700.0,47.0,11387.0,2025-12-13,2026-01-22,12258.89687971876,12473.0,7887.5,20553.694000000003,7481.25,21932.813,12,7481.25,21932.813,-1086.0,-0.08706806702477352,-214.10312028123917
BLD-25-17091,2025-12-30,RE-ROOF,Issued,douglas,5135 N 135 AV,OMAHA,68164,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,Asphalt,2386.0,407100.0,29.0,10639.0,2025-12-13,2026-01-22,13107.469248277457,14921.5,12052.3,27220.100000000002,10143.75,30530.749999999996,12,10143.75,30530.749999999996,-4282.5,-0.28700197701303487,-1814.0307517225428
BLD-25-17094,2025-12-30,RE-ROOF,Issued,douglas,7526 ERNST ST,OMAHA,68122,TURTLE ROOFING OMAHA,Asphalt,1278.0,232500.0,28.0,12455.62,2025-12-13,2026-01-22,10774.197847096548,9644.0,4722.3,17591.300000000003,4347.0,20249.999999999996,12,4347.0,20249.999999999996,2811.620000000001,0.29154085441725436,1130.1978470965478
BLD-25-17101,2025-12-30,RE-ROOF,Closed,douglas,4916 J ST,OMAHA,68117,Unknown,Asphalt,1282.0,194300.0,103.0,15000.0,2025-12-13,2026-01-22,10646.02063242436,6306.5,1766.4920000000002,11850.9,1439.25,13349.999999999998,12,1439.25,13349.999999999998,8693.5,1.3784983746927773,4339.520632424361
BLD-25-17105,2025-12-30,RE-ROOF,Issued,douglas,19264 WALNUT ST,OMAHA,68130,MIDWEST HOMES,Asphalt,4041.0,789800.0,19.0,150000.0,2025-12-13,2026-01-22,56938.84333945389,24000.0,14268.7,30250.0,12617.8,40873.39999999998,12,12617.8,40873.39999999998,126000.0,5.25,32938.84333945389
BLD-26-00065,2026-01-05,RE-ROOF,Issued,douglas,13808 CHARLES ST,OMAHA,68154,WEATHERGUARD INC,Thermoplastic Single-Ply,3050.0,677600.0,34.0,11255.0,2025-12-13,2026-01-22,17235.623081241865,28907.5,14780.401,46509.476,14233.8395,49441.59299999999,12,14233.8395,49441.59299999999,-17652.5,-0.6106546743924587,-11671.876918758135
BLD-26-00074,2026-01-05,RE-ROOF,Closed,douglas,3016 WHITMORE ST,OMAHA,68112,NELSON CONTRACTING LLC,Modified Bitumen,2412.0,259100.0,101.0,22209.58,2025-12-13,2026-01-22,16852.32172157208,11946.465,8651.466,26258.100000000006,4974.8550000000005,28212.35,12,4974.8550000000005,28212.35,10263.115000000002,0.8590922084482733,4905.85672157208
BLD-26-00089,2026-01-05,RE-ROOF,Closed,douglas,7026 N 88 AV,DOUGLAS COUNTY,68122,ROYALTY ROOFING INC,Asphalt,1232.0,264800.0,18.0,5845.33,2025-12-13,2026-01-22,7794.863602291449,10250.0,5923.413,15993.6,5081.0135,16957.199999999997,12,5081.0135,16957.199999999997,-4404.67,-0.4297239024390244,-2455.136397708551
BLD-26-00098,2026-01-05,RE-ROOF,Closed,douglas,5912 HOLMES ST,OMAHA,68117,BULLDOG ROOFING,Asphalt,895.0,154800.0,102.0,6637.54,2025-12-13,2026-01-22,7044.2969825268565,6367.155000000001,1766.4920000000002,14550.900000000001,1439.25,15000.0,12,1439.25,15000.0,270.3849999999993,0.04246559099001034,677.1419825268558
BLD-26-00102,2026-01-06,RE-ROOF,Closed,douglas,11862 NEWPORT AV,OMAHA,68164,4140 S 52ND ST.,Asphalt,1005.0,239500.0,26.0,8506.0,2025-12-13,2026-01-22,7987.178468729805,8880.5,5722.1,13916.4,4798.95,14842.199999999999,12,4798.95,14842.199999999999,-374.5,-0.04217104892742526,-893.321531270195
BLD-26-00116,2026-01-06,RE-ROOF,Closed,douglas,12812 OGDEN ST,OMAHA,68164,4140 S 52ND ST.,Asphalt,976.0,210800.0,38.0,13971.0,2025-12-13,2026-01-22,8910.274427716768,8880.5,4711.731,13382.5,2770.1745,14541.899999999998,12,2770.1745,14541.899999999998,5090.5,0.5732222284781262,29.774427716767605
BLD-26-00138,2026-01-06,RE-ROOF,Issued,douglas,13946 W CR,OMAHA,68137,TURTLE ROOFING OMAHA,Asphalt,1536.0,180000.0,53.0,16345.0,2025-12-13,2026-01-22,11795.625268155716,11485.985,5427.1,20400.000000000004,3510.0,21450.0,12,3510.0,21450.0,4859.014999999999,0.4230385987792949,309.6402681557156
BLD-26-00139,2026-01-06,RE-ROOF,Issued,douglas,7328 N 90 ST,DOUGLAS COUNTY,68122,TURTLE ROOFING OMAHA,Asphalt,1134.0,234500.0,12.0,16104.0,2025-12-13,2026-01-22,10400.875189451908,9068.525,5835.646,14038.1,5081.0135,25553.99999999998,12,5081.0135,25553.99999999998,7035.475,0.775812494314125,1332.3501894519086
BLD-26-00153,2026-01-07,RE-ROOF,Issued,douglas,1330 RIDGEWOOD AV,OMAHA,68124,MEJIA ROOFING & CONTRACTORS,Thermoplastic Single-Ply,3891.0,868800.0,75.0,1500.0,2025-12-13,2026-01-22,10112.195726502216,15179.5,13855.3,40868.80000000001,12393.475,67738.99999999996,12,12393.475,67738.99999999996,-13679.5,-0.9011825158931454,-5067.304273497784
BLD-26-00155,2026-01-07,RE-ROOF,Issued,douglas,3024 S 113 ST,OMAHA,68144,BEST ROOFING,Asphalt,1478.0,343100.0,62.0,13800.0,2025-12-13,2026-01-22,12026.957009804493,10780.5,7672.889,24188.700000000004,7110.0655,30678.999999999993,12,7110.0655,30678.999999999993,3019.5,0.28008904967302073,1246.4570098044933
BLD-26-00158,2026-01-07,RE-ROOF,Closed,douglas,13422 LARIMORE AV,OMAHA,68164,"1-800-HANSONS, LLC",Wood Shingles,1930.0,354000.0,27.0,34004.0,2025-12-13,2026-01-22,20943.641116020208,14150.15,7948.229,27026.066000000003,7773.0,30539.749999999996,12,7773.0,30539.749999999996,19853.85,1.4030840662466475,6793.491116020208
BLD-26-00170,2026-01-07,RE-ROOF,Closed,douglas,17102 HARNEY ST,OMAHA,68118,WHITE CASTLE ROOFING & CONTRACTING INC,Asphalt,3280.0,604700.0,21.0,15577.0,2025-12-13,2026-01-22,17022.39183542884,24000.0,11429.5,45411.476,10240.25,49894.301999999996,12,10240.25,49894.301999999996,-8423.0,-0.3509583333333333,-6977.60816457116
BLD-26-00172,2026-01-07,RE-ROOF,Issued,douglas,4413 REDICK AV,OMAHA,68112,CITY PLANNING,Asphalt,720.0,70200.0,71.0,8000.0,2025-12-13,2026-01-22,6269.051893964585,6600.0,1980.0000000000002,9974.512,1160.0,11190.249999999998,12,1160.0,11190.249999999998,1400.0,0.21212121212121213,-330.94810603541464
BLD-26-00182,2026-01-08,RE-ROOF,Issued,douglas,2333 N 55 ST,OMAHA,68104,"MCKINNIS ROOFING AND SHEET METAL, LLC",Slate Shingles,1731.0,376100.0,98.0,27509.0,2025-12-13,2026-01-22,19940.190267587677,8611.5,5544.070000000001,14800.0,3905.2650000000003,15000.0,12,3905.2650000000003,15000.0,18897.5,2.1944492829356093,11328.690267587677
BLD-26-00186,2026-01-08,RE-ROOF,Closed,douglas,14817 ARBOR ST,OMAHA,68144,"HOME PRIDE CONTRACTORS, INC",Asphalt,1836.0,313100.0,50.0,3500.0,2025-12-13,2026-01-22,8469.456264892842,9043.395,7550.0,19861.206000000002,7187.9475,22470.736999999997,12,7187.9475,22470.736999999997,-5543.395,-0.6129772060161035,-573.9387351071582
BLD-26-00188,2026-01-08,RE-ROOF,Closed,douglas,721 1/2 PIERCE ST,OMAHA,68108,MENDOZA COMPANY,Asphalt,540.0,74400.0,143.0,1500.0,2025-12-13,2026-01-22,2164.4824261634526,6600.0,700.0000000000002,10614.169,500.0,13975.325499999995,12,500.0,13975.325499999995,-5100.0,-0.7727272727272727,-4435.517573836547
BLD-26-00195,2026-01-08,RE-ROOF,Closed,douglas,5114 N 105 ST,OMAHA,68134,ARTISAN ROOFING,Thermoplastic Single-Ply,1428.0,147200.0,52.0,4500.0,2025-12-13,2026-01-22,7872.903899310823,13820.39,5661.8,15353.3,5469.4,16316.798999999999,12,5469.4,16316.798999999999,-9320.39,-0.6743941379367732,-5947.486100689176
BLD-26-00196,2026-01-08,RE-ROOF,Closed,douglas,804 S 129 AV,OMAHA,68154,ARTISAN ROOFING,Asphalt,2591.0,390000.0,58.0,6500.0,2025-12-13,2026-01-22,11006.823286802291,17000.0,7970.0019999999995,28510.0,7345.418,31194.999999999996,12,7345.418,31194.999999999996,-10500.0,-0.6176470588235294,-5993.1767131977085
BLD-26-00199,2026-01-08,RE-ROOF,Closed,douglas,9949 ESSEX DR,OMAHA,68114,H&H EXTERIORS LLC,Slate Shingles,3718.0,713500.0,48.0,20000.0,2025-12-13,2026-01-22,21529.683293031234,15077.0,10718.15,54754.598,6916.4035,74349.99999999997,12,6916.4035,74349.99999999997,4923.0,0.3265238442661007,6452.683293031234
BLD-26-00217,2026-01-09,RE-ROOF,Closed,douglas,6218 S 107 ST,OMAHA,68127,BULLDOG ROOFING,Asphalt,2068.0,337000.0,39.0,16910.6,2025-12-13,2026-01-22,14905.521433962736,13180.0,9100.0,20700.0,8089.02,22799.999999999996,12,8089.02,22799.999999999996,3730.5999999999985,0.28305007587253406,1725.5214339627364
BLD-26-00279,2026-01-09,RE-ROOF,Closed,douglas,12213 BEDFORD AV,OMAHA,68164,BULLDOG ROOFING,Asphalt,1514.0,338500.0,31.0,8187.57,2025-12-13,2026-01-22,9981.684210672645,14650.0,8714.768999999998,20071.665,6513.8904999999995,20847.75,12,6513.8904999999995,20847.75,-6462.43,-0.4411215017064847,-4668.315789327355
BLD-26-00281,2026-01-09,RE-ROOF,Closed,douglas,3333 S 82 ST,OMAHA,68124,TEN PENNY EXTERIORS,Asphalt,1044.0,199400.0,67.0,5884.0,2025-12-13,2026-01-22,6861.452993361536,8780.5,4655.03,18985.646,4307.055,26534.399999999987,12,4307.055,26534.399999999987,-2896.5,-0.32987870850179374,-1919.0470066384642
BLD-26-00283,2026-01-09,RE-ROOF,Issued,douglas,2517 N 189 ST,OMAHA,68022,EVERLAST EXTERIORS,Asphalt,1546.0,420500.0,21.0,12980.0,2025-12-13,2026-01-22,12951.658150426727,13527.125,11683.938,27779.7,10141.423499999999,28925.85,12,10141.423499999999,28925.85,-547.125,-0.04044651025254812,-575.4668495732731
BLD-26-00286,2026-01-09,RE-ROOF,Issued,douglas,15319 CLAY ST,DOUGLAS COUNTY,68007,A&G ROOFING,Asphalt,1113.0,243800.0,21.0,9000.0,2025-12-13,2026-01-22,8101.342535828347,9593.96,6188.0,16723.256,5952.75,17395.1865,12,5952.75,17395.1865,-593.9599999999991,-0.06190978490633682,-1492.6174641716525
BLD-26-00288,2026-01-10,RE-ROOF,Issued,douglas,22350 SOUTHSHORE DR,DOUGLAS COUNTY,68069,DAN JUNIOR CONSTRUCTION,Asphalt,1645.0,594900.0,48.0,10000.0,2025-12-13,2026-01-22,12630.882586990489,15293.0,9399.2,28403.500000000004,8930.1,29513.25,12,8930.1,29513.25,-5293.0,-0.346106061596809,-2662.1174130095114
BLD-26-00291,2026-01-11,RE-ROOF,Issued,douglas,2507 BANCROFT ST,OMAHA,68105,LORSAL CONSTRUCTION LLC,Slate Shingles,540.0,93700.0,106.0,4500.0,2025-12-13,2026-01-22,6335.3136572281055,7250.0,850.0000000000002,9864.1,500.0,10899.999999999998,12,500.0,10899.999999999998,-2750.0,-0.3793103448275862,-914.6863427718945
BLD-26-00294,2026-01-12,RE-ROOF,Issued,douglas,4868 S 52 ST,OMAHA,68117,AMERIPRO ROOFING OF NEBRASKA,Asphalt,964.0,198700.0,69.0,13384.46,2025-12-13,2026-01-22,3111.545815732317,8139.0,4083.5,10945.4,3967.87,18717.94999999999,12,3967.87,18717.94999999999,5245.459999999999,0.6444845804152843,-5027.454184267683
BLD-26-00296,2026-01-12,RE-ROOF,Issued,douglas,2855 BROWNE ST,OMAHA,68111,BEST ROOFING,Asphalt,1281.0,84600.0,116.0,10200.0,2025-12-13,2026-01-22,8033.614742419731,9532.814999999999,3247.1000000000004,13900.0,1875.0,14000.0,12,1875.0,14000.0,667.1850000000013,0.0699882458644169,-1499.200257580268
BLD-26-00297,2026-01-12,RE-ROOF,Issued,douglas,10907 MARTIN AV,OMAHA,68164,TURTLE ROOFING OMAHA,Asphalt,1391.0,257300.0,31.0,10630.0,2025-12-13,2026-01-22,9546.515151059004,7911.5,5064.506,10941.326000000001,4796.087,12822.499999999996,12,4796.087,12822.499999999996,2718.5,0.3436137268533148,1635.015151059004
BLD-26-00303,2026-01-12,RE-ROOF,Closed,douglas,3015 N 75 AV,OMAHA,68134,"GRANDEL'S CONSTRUCTION & ROOFING, INC",Asphalt,1232.0,260500.0,62.0,11000.0,2025-12-13,2026-01-22,10368.178657656474,9532.885,1850.0000000000002,22970.435000000005,1050.0,40910.73249999997,12,1050.0,40910.73249999997,1467.1149999999998,0.15390041944280244,835.2936576564734
BLD-26-00304,2026-01-12,RE-ROOF,Issued,douglas,15319 SARPY CR,OMAHA,68137,BEST ROOFING,Asphalt,1000.0,203500.0,46.0,7800.0,2025-12-13,2026-01-22,6627.941335594754,7203.575,4677.325,14831.288,3096.5375000000004,17641.892499999994,12,3096.5375000000004,17641.892499999994,596.4250000000002,0.08279569519301183,-575.6336644052462
BLD-26-00307,2026-01-12,RE-ROOF,Issued,douglas,2890 BAUMAN AV,OMAHA,68112,HERNANDEZ CONSTRUCTION CO LLC,Asphalt,2364.0,158800.0,103.0,9900.0,2025-12-13,2026-01-22,11305.189885079368,15000.0,9780.0,22920.958,5560.0,25732.399999999994,12,5560.0,25732.399999999994,-5100.0,-0.34,-3694.8101149206323
BLD-26-00308,2026-01-12,RE-ROOF,Issued,douglas,7223 N 39 AV,OMAHA,68112,HERNANDEZ CONSTRUCTION CO LLC,Asphalt,1196.0,176700.0,61.0,4500.0,2025-12-13,2026-01-22,5396.069856967416,5100.0,750.0000000000002,11066.569000000001,500.0,13066.980999999998,12,500.0,13066.980999999998,-600.0,-0.11764705882352941,296.06985696741594
BLD-26-00312,2026-01-12,RE-ROOF,Issued,douglas,5618 S 113 ST,OMAHA,68137,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,Asphalt,912.0,198300.0,56.0,5282.0,2025-12-13,2026-01-22,4096.386340398604,9778.825,3445.2,16170.0,1870.45,31876.515999999974,12,1870.45,31876.515999999974,-4496.825000000001,-0.45985330548404335,-5682.4386596013965
BLD-26-00313,2026-01-12,RE-ROOF,Closed,douglas,7719 N 107 AV,DOUGLAS COUNTY,68122,4140 S 52ND ST.,Asphalt,2267.0,359300.0,19.0,10988.0,2025-12-13,2026-01-22,12602.26570272151,16693.5,10670.1,23604.0,10303.6555,25614.949999999997,12,10303.6555,25614.949999999997,-5705.5,-0.34177973462725014,-4091.23429727849
BLD-26-00317,2026-01-12,RE-ROOF,Closed,douglas,9747 NOTTINGHAM DR,OMAHA,68114,RICH POISEL'S ROOFING LLC,Wood Shakes,2369.0,507900.0,46.0,92897.47,2025-12-13,2026-01-22,58051.78456575626,23729.0,14108.0,63000.0,12141.2865,73138.04999999999,12,12141.2865,73138.04999999999,69168.47,2.914934046946774,34322.78456575626
BLD-26-00327,2026-01-12,RE-ROOF,Closed,douglas,14829 DREXEL ST,OMAHA,68137,SHAMROCK HILLS LLC,Asphalt,1795.0,259900.0,52.0,16000.0,2025-12-13,2026-01-22,15383.760346842162,14235.435000000001,10100.0,20700.0,9550.0,22799.999999999996,12,9550.0,22799.999999999996,1764.5649999999987,0.1239558187017115,1148.3253468421608
BLD-26-00342,2026-01-12,RE-ROOF,Issued,douglas,12823 OGDEN ST,OMAHA,68164,A&G ROOFING,Asphalt,1124.0,250400.0,39.0,9000.0,2025-12-13,2026-01-22,8883.83366845114,9565.5,4664.831,13916.4,2770.1745,14842.199999999999,12,2770.1745,14842.199999999999,-565.5,-0.05911870785635879,-681.6663315488604
BLD-26-00354,2026-01-13,RE-ROOF,Issued,douglas,6623 GLENWOOD RD,OMAHA,68132,PAPIO ROOFING,Asphalt,1922.0,348700.0,67.0,10000.0,2025-12-13,2026-01-22,10587.619589973698,13042.0,7940.272000000001,22209.780000000002,6573.812,23539.309999999998,12,6573.812,23539.309999999998,-3042.0,-0.23324643459592087,-2454.3804100263023
BLD-26-00363,2026-01-13,RE-ROOF,Issued,douglas,7918 N 39 ST,OMAHA,68112,"DOLL HOUSE INVESTMENTS, LLC DBA DHI",Asphalt,984.0,177300.0,60.0,6506.06,2025-12-13,2026-01-22,5947.9749204302425,5000.0,900.0000000000003,9116.819,500.0,10772.750499999998,12,500.0,10772.750499999998,1506.0600000000004,0.3012120000000001,947.9749204302425
BLD-26-00424,2026-01-14,RE-ROOF,Issued,douglas,3716 V ST,OMAHA,68107,APOLLO RESTORATION,Asphalt,1216.0,159000.0,116.0,5000.0,2025-12-13,2026-01-22,7231.349965171381,9004.5,1766.4920000000002,14700.000000000002,1439.25,15450.0,12,1439.25,15450.0,-4004.5,-0.44472208340274305,-1773.150034828619
BLD-26-00442,2026-01-14,RE-ROOF,Issued,douglas,8025 N 172 ST,DOUGLAS COUNTY,68007,HOMETOWN ROOFING,Asphalt,2947.0,438200.0,8.0,17904.51,2025-12-13,2026-01-22,16707.371681839748,13140.560000000001,8015.858,24482.49,7505.7885,27094.854999999996,12,7505.7885,27094.854999999996,4763.949999999997,0.3625378218279888,3566.8116818397466
BLD-26-00445,2026-01-14,RE-ROOF,Issued,douglas,6205 S 135 ST,OMAHA,68137,HOMETOWN ROOFING,Asphalt,1058.0,225500.0,47.0,14263.73,2025-12-13,2026-01-22,8626.883010860487,7898.325,5012.2,14704.915,4808.1625,31103.408499999976,12,4808.1625,31103.408499999976,6365.405,0.805918343446237,728.5580108604872
