record_number,record_date,permit_type,status,source_county,property_a,prop_city,prop_zip,licensed_company_name,roof_covering_material,bldg_sf,total_valu,property_age,job_value,source_date_range_start,source_date_range_end,forest_point_estimate,comp_median,comp_low_10,comp_high_90,comp_low_05,comp_high_95,comp_neighbor_count,recommended_band_low,recommended_band_high,actual_minus_comp_median,actual_vs_comp_median_pct,forest_minus_comp_median
BLD-25-16276,2025-11-20,RE-ROOF,Closed,douglas,5007 ARCADIA AV,OMAHA,68104,PREMIER ROOFING COMPANY,Asphalt,1000.0,159100.0,54.0,4563.0,2025-11-12,2025-11-21,5694.522868246333,5386.66,1830.0,8900.0,1160.0,9335.304,12,1160.0,9335.304,-823.6599999999999,-0.15290736745961317,307.86286824633316
BLD-25-16282,2025-11-20,RE-ROOF,Closed,douglas,12218 FRANKLIN CR,OMAHA,68154,RESULTS CONTRACTING,Asphalt,1512.0,293200.0,44.0,18000.0,2025-11-12,2025-11-21,13880.872148437944,10755.0,5834.934,14893.609,4865.4415,17751.605499999994,12,4865.4415,17751.605499999994,7245.0,0.6736401673640168,3125.872148437944
BLD-25-16283,2025-11-20,RE-ROOF,Issued,douglas,3458 S 16 ST,OMAHA,68108,MG FERN PROPERTIES LLC,Asphalt,1624.0,206600.0,92.0,6000.0,2025-11-12,2025-11-21,6855.335954607335,12000.0,5484.071,17800.0,4754.1545,23849.999999999993,12,4754.1545,23849.999999999993,-6000.0,-0.5,-5144.664045392665
BLD-25-16284,2025-11-20,RE-ROOF,Issued,douglas,2130 MONROE ST,OMAHA,68107,"MERCURY CONTRACTORS, INC",Asphalt,896.0,124500.0,73.0,5250.0,2025-11-12,2025-11-21,6332.016071682683,9287.575,5225.6,13146.014,5026.95,20029.40299999999,12,5026.95,20029.40299999999,-4037.5750000000007,-0.4347286562961807,-2955.5589283173176
BLD-25-16286,2025-11-20,RE-ROOF,Issued,douglas,1905 N 132 AVENUE CR,OMAHA,68154,RESULTS CONTRACTING,Asphalt,1918.0,474600.0,31.0,34000.0,2025-11-12,2025-11-21,27731.17542736176,12321.65,8198.717999999999,27442.300000000003,6663.1635,61775.84999999995,12,6663.1635,61775.84999999995,21678.35,1.7593707011642108,15409.52542736176
BLD-25-16320,2025-11-20,RE-ROOF,Closed,douglas,7413 N 176 ST,DOUGLAS COUNTY,68007,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1582.0,161700.0,0.0,4596.12,2025-11-12,2025-11-21,6349.428092306508,8000.0,5343.715,24000.000000000004,4661.2425,29060.799999999996,12,4661.2425,29060.799999999996,-3403.88,-0.425485,-1650.571907693492
BLD-25-16323,2025-11-20,RE-ROOF,Closed,douglas,2506 N 70 ST,OMAHA,68104,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1052.0,194600.0,86.0,4590.35,2025-11-12,2025-11-21,5790.172502684212,7850.0,5069.585,22779.019000000004,4775.0,26699.999999999996,12,4775.0,26699.999999999996,-3259.6499999999996,-0.41524203821656047,-2059.8274973157877
BLD-25-16297,2025-11-21,RE-ROOF,Issued,douglas,8415 IOWA ST,DOUGLAS COUNTY,68122,RESULTS CONTRACTING,Asphalt,1223.0,236900.0,31.0,11000.0,2025-11-12,2025-11-21,10081.602508339878,9644.0,4722.3,13767.262,4347.0,15752.149999999998,12,4347.0,15752.149999999998,1356.0,0.14060555785980922,437.6025083398781
BLD-25-16303,2025-11-21,RE-ROOF,Issued,douglas,8948 N 78 AVENUE CR,OMAHA,68122,VERNCO ROOFING,Asphalt,1427.0,250000.0,21.0,5038.34,2025-11-12,2025-11-21,6777.47472789857,9000.0,5415.546,17591.300000000003,4940.0,27725.399999999987,12,4940.0,27725.399999999987,-3961.66,-0.44018444444444443,-2222.5252721014303
BLD-25-16304,2025-11-21,RE-ROOF,Closed,douglas,4243 N 163 AV,OMAHA,68116,BULLDOG ROOFING,Asphalt,1560.0,330700.0,29.0,11648.82,2025-11-12,2025-11-21,11684.63991293369,14576.5,7361.205,23447.178,5791.35,25760.413499999995,12,5791.35,25760.413499999995,-2927.6800000000003,-0.2008493122491682,-2891.8600870663104
BLD-25-16309,2025-11-21,RE-ROOF,Closed,douglas,5262 N 110 AVENUE CR,OMAHA,68164,LEGACY RESTORATION,Asphalt,1936.0,304800.0,44.0,12694.0,2025-11-12,2025-11-21,13240.48515000126,17176.18,13404.318,27311.9,12102.715,30530.749999999996,12,12102.715,30530.749999999996,-4482.18,-0.2609532503734824,-3935.694849998741
BLD-25-16311,2025-11-21,RE-ROOF,Closed,douglas,3563 WOOLWORTH AV,OMAHA,68105,SQUAREUP EXTERIORS,Asphalt,1778.0,350300.0,103.0,8250.0,2025-11-12,2025-11-21,8736.823855132476,9400.0,7618.1,19988.600000000002,4377.5,27109.69999999999,12,4377.5,27109.69999999999,-1150.0,-0.12234042553191489,-663.1761448675243
BLD-25-16316,2025-11-21,RE-ROOF,Issued,douglas,9323 N 52 AV,OMAHA,68152,QUICK ROOFING,Asphalt,2008.0,462000.0,19.0,23790.82,2025-11-12,2025-11-21,18338.94133825548,14561.5,10614.678,19727.766000000003,9237.181,21305.857,12,9237.181,21305.857,9229.32,0.6338165710950108,3777.4413382554812
BLD-25-16318,2025-11-21,RE-ROOF,Issued,douglas,8116 POTTER ST,DOUGLAS COUNTY,68122,RESULTS CONTRACTING,Asphalt,1258.0,304100.0,24.0,18000.0,2025-11-12,2025-11-21,12632.678533376782,9691.0,5835.646,14038.1,5081.0135,14478.599999999999,12,5081.0135,14478.599999999999,8309.0,0.8573934578474873,2941.678533376782
BLD-25-16326,2025-11-21,RE-ROOF,Closed,douglas,15014 DOUGLAS CR,OMAHA,68154,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1855.0,274600.0,47.0,6806.55,2025-11-12,2025-11-21,8676.039016262077,8664.34,6229.8,24009.134000000002,4955.3,24675.5,12,4955.3,24675.5,-1857.79,-0.2144179475874677,11.699016262076839
BLD-25-16328,2025-11-21,RE-ROOF,Issued,douglas,9329 CAMDEN AV,OMAHA,68134,RESULTS CONTRACTING,Asphalt,932.0,225600.0,63.0,14000.0,2025-11-12,2025-11-21,8967.662660551821,6139.405,4735.183,14303.800000000001,3269.2785000000003,15780.099999999999,12,3269.2785000000003,15780.099999999999,7860.595,1.2803512718252015,2828.2576605518216
BLD-25-16341,2025-11-22,RE-ROOF,Issued,douglas,5529 S 161 ST,OMAHA,68135,TCI GENERAL CONTRACTING SERVICES,Asphalt,3482.0,432800.0,22.0,10000.0,2025-11-22,2025-12-12,12373.452361259237,18415.0,7950.0,27600.0,6375.0,29125.0,12,6375.0,29125.0,-8415.0,-0.45696443117024166,-6041.547638740763
BLD-25-16357,2025-11-24,RE-ROOF,Issued,douglas,5646 N 131 ST,OMAHA,68164,WHITE CASTLE ROOFING & CONTRACTING INC,Asphalt,1129.0,245900.0,32.0,5469.0,2025-11-22,2025-12-12,8278.383205845803,8824.0,4382.0,13916.4,2414.0,14842.199999999999,12,2414.0,14842.199999999999,-3355.0,-0.38021305530371713,-545.6167941541971
BLD-25-16358,2025-11-24,RE-ROOF,Issued,douglas,7409 N 89 ST,DOUGLAS COUNTY,68122,STARPOWER EXTERIOR INC,Asphalt,2580.0,387100.0,15.0,18241.83,2025-11-22,2025-12-12,14858.084944823253,14693.5,9968.311000000002,23604.0,9619.1955,25614.949999999997,12,9619.1955,25614.949999999997,3548.3300000000017,0.24148977439003652,164.58494482325295
BLD-25-16364,2025-11-24,RE-ROOF,Issued,douglas,3422 N 207 ST,OMAHA,68022,THOMPSON AND THOMPSON 3RD GENERATION,Asphalt,1176.0,282500.0,67.0,16940.04,2025-11-22,2025-12-12,10960.767768435879,7026.45,5074.735,12295.400000000001,5000.0,14434.999999999996,12,5000.0,14434.999999999996,9913.59,1.4108959716499798,3934.317768435879
BLD-25-16365,2025-11-24,RE-ROOF,Issued,douglas,2508 EMMET ST,OMAHA,68111,HORN INDUSTRIES CORPORATION,Asphalt,1282.0,138100.0,103.0,5950.0,2025-11-22,2025-12-12,5862.922970170949,9737.814999999999,5493.9,13815.2,3234.05,18499.999999999993,12,3234.05,18499.999999999993,-3787.8149999999987,-0.3889799713796164,-3874.8920298290495
BLD-25-16369,2025-11-24,RE-ROOF,Issued,douglas,2219 S 148 AV,OMAHA,68144,EVOLVECONSTRUCTION.COM,Asphalt,1860.0,293300.0,51.0,20401.34,2025-11-22,2025-12-12,15286.563521299151,8664.34,6824.295,23469.000000000004,5318.6025,24675.5,12,5318.6025,24675.5,11737.0,1.3546328976009714,6622.223521299151
BLD-25-16373,2025-11-24,RE-ROOF,Issued,douglas,16009 TAYLOR ST,OMAHA,68116,AMERIPRO ROOFING OF NEBRASKA,Asphalt,1546.0,303600.0,24.0,23889.57,2025-11-22,2025-12-12,12342.694395839575,12153.56,7348.6,16568.018,5791.35,17889.5425,12,5791.35,17889.5425,11736.01,0.9656438113606219,189.13439583957552
BLD-25-16379,2025-11-24,RE-ROOF,Issued,douglas,416 S 158 CR,OMAHA,68118,EVOLVECONSTRUCTION.COM,Asphalt,2383.0,401700.0,39.0,37744.73,2025-11-22,2025-12-12,21349.55485121679,9093.395,6824.295,24941.0,5318.6025,28149.999999999996,12,5318.6025,28149.999999999996,28651.335000000003,3.1507852677685286,12256.159851216791
BLD-25-16390,2025-11-25,RE-ROOF,Issued,douglas,2331 S 24 ST,OMAHA,68108,OPTIMUS ROOFING AND GUTTERS LLC,Asphalt,1002.0,183700.0,107.0,6500.0,2025-11-22,2025-12-12,6636.346074124277,8110.0,2337.119,14700.000000000002,1389.4850000000001,15450.0,12,1389.4850000000001,15450.0,-1610.0,-0.19852034525277434,-1473.653925875723
BLD-25-16400,2025-11-25,RE-ROOF,Issued,douglas,4205 S 62 ST,OMAHA,68117,STARPOWER EXTERIOR INC,Asphalt,960.0,156600.0,67.0,9000.0,2025-11-22,2025-12-12,6595.010178295447,7439.0,4083.5,13146.014,3967.87,23111.452999999987,12,3967.87,23111.452999999987,1561.0,0.20984003226240086,-843.9898217045529
BLD-25-16406,2025-11-25,RE-ROOF,Issued,douglas,4220 ELLISON AV,OMAHA,68111,STARPOWER EXTERIOR INC,Asphalt,970.0,118800.0,70.0,12645.0,2025-11-22,2025-12-12,9034.055698420949,7188.0,1980.0000000000002,11116.990000000002,1160.0,11688.667,12,1160.0,11688.667,5457.0,0.7591819699499165,1846.0556984209488
BLD-25-16410,2025-11-25,RE-ROOF,Closed,douglas,16331 HANOVER ST,DOUGLAS COUNTY,68007,"MLKHEC INC DBA HUSKER HAMMER SIDING, WINDOWS AND ROOFING",Asphalt,2531.0,475800.0,6.0,13000.0,2025-11-22,2025-12-12,15410.11019279975,13757.0,8015.858,27890.451000000005,7505.7885,44299.99999999998,12,7505.7885,44299.99999999998,-757.0,-0.05502653194737225,1653.1101927997497
BLD-25-16411,2025-11-25,RE-ROOF,Closed,douglas,4223 N 101 ST,OMAHA,68134,RESULTS CONTRACTING,Asphalt,1264.0,227300.0,56.0,17000.0,2025-11-22,2025-12-12,11305.794474783777,10000.0,4550.0,14706.919,3150.0,15677.499999999998,12,3150.0,15677.499999999998,7000.0,0.7,1305.7944747837773
BLD-25-16426,2025-11-25,RE-ROOF,Closed,douglas,5404 FORT ST,OMAHA,68104,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,2088.0,269400.0,64.0,7685.11,2025-11-22,2025-12-12,10944.748340115248,16250.0,4600.000000000001,26375.0,2650.0,30627.649999999994,12,2650.0,30627.649999999994,-8564.89,-0.5270701538461539,-5305.251659884752
BLD-25-16428,2025-11-25,RE-ROOF,Issued,douglas,3457 S 16 ST,OMAHA,68108,MG FERN PROPERTIES LLC,Asphalt,1084.0,153700.0,79.0,4000.0,2025-11-22,2025-12-12,5564.395296179139,7725.9349999999995,6023.4310000000005,15000.0,3914.25,20227.096499999992,12,3914.25,20227.096499999992,-3725.9349999999995,-0.48226331181921667,-2161.5397038208603
BLD-25-16442,2025-11-26,RE-ROOF,Closed,douglas,7377 N 165 ST,DOUGLAS COUNTY,68007,ROYALTY ROOFING INC,Asphalt,1233.0,285400.0,5.0,5782.92,2025-11-22,2025-12-12,7605.202395286164,11243.0,5905.5,22217.261000000002,3467.2500000000005,23235.2165,12,3467.2500000000005,23235.2165,-5460.08,-0.4856426220759584,-3637.7976047138363
BLD-25-16448,2025-11-26,RE-ROOF,Closed,douglas,1626 N 102 AV,OMAHA,68114,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,2471.0,410400.0,45.0,6654.42,2025-11-22,2025-12-12,9799.692816004019,10806.795,7757.078,17889.914,7182.0,20249.999999999996,12,7182.0,20249.999999999996,-4152.375,-0.3842374172916207,-1007.1021839959812
BLD-25-16451,2025-11-26,RE-ROOF,Issued,douglas,5329 N 47 ST,OMAHA,68104,7417 plum dale rd,Asphalt,980.0,140000.0,68.0,1700.0,2025-11-22,2025-12-12,4161.365321480895,6688.0,3150.0,12107.914,1875.0,12400.844,12,1875.0,12400.844,-4988.0,-0.7458133971291866,-2526.6346785191054
BLD-25-16456,2025-11-26,RE-ROOF,Issued,douglas,5931 N 108 AVENUE CR,OMAHA,68164,MCCOY ROOFING HOLDINGS,Asphalt,1515.0,286200.0,40.0,17500.0,2025-11-22,2025-12-12,13917.32601135387,8800.0,4100.0,15816.300000000001,2425.0,17811.399999999998,12,2425.0,17811.399999999998,8700.0,0.9886363636363636,5117.326011353871
BLD-25-16460,2025-11-26,RE-ROOF,Closed,douglas,11704 HIMEBAUGH CR,OMAHA,68164,LEGACY RESTORATION,Asphalt,1764.0,291600.0,47.0,15050.0,2025-11-22,2025-12-12,13572.558225207596,10206.630000000001,6014.6,11900.0,5685.0,13650.757499999998,12,5685.0,13650.757499999998,4843.369999999999,0.47453175044064483,3365.9282252075955
BLD-25-16464,2025-11-26,RE-ROOF,Closed,douglas,18368 HARNEY ST,DOUGLAS COUNTY,68022,TDH HOME BUILDING INC,Asphalt,1782.0,455200.0,13.0,25374.0,2025-11-22,2025-12-12,18666.868711863845,15723.65,8764.5,29103.5,8050.3735,29513.25,12,8050.3735,29513.25,9650.35,0.6137474441366986,2943.218711863845
BLD-25-16471,2025-11-28,RE-ROOF,Issued,douglas,3140 X ST,OMAHA,68107,BEST ROOFING,Asphalt,726.0,78800.0,75.0,5600.0,2025-11-22,2025-12-12,4944.29954509695,8820.5,5190.6,10945.4,5026.95,12073.006999999998,12,5026.95,12073.006999999998,-3220.5,-0.36511535627232017,-3876.20045490305
BLD-25-16478,2025-12-01,RE-ROOF,Issued,douglas,6917 N 143 ST,DOUGLAS COUNTY,68142,THOMPSON AND THOMPSON 3RD GENERATION,Asphalt,1348.0,255500.0,10.0,17791.61,2025-11-22,2025-12-12,11403.616991465073,9075.810000000001,6188.0,16723.256,5952.75,18212.4045,12,5952.75,18212.4045,8715.8,0.9603330171081147,2327.8069914650714
BLD-25-16495,2025-12-01,RE-ROOF,Closed,douglas,6615 N 79 ST,OMAHA,68122,4140 S 52ND ST.,Asphalt,982.0,232100.0,25.0,8052.0,2025-11-22,2025-12-12,7460.679782784656,8350.0,4633.457,13767.262,4347.0,13975.55,12,4347.0,13975.55,-298.0,-0.035688622754491015,-889.3202172153442
BLD-25-16508,2025-12-02,RE-ROOF,Closed,douglas,4605 N 95 ST,OMAHA,68134,4140 S 52ND ST.,Asphalt,1064.0,243400.0,63.0,14782.0,2025-11-22,2025-12-12,12005.711619335472,6139.405,4521.687,14028.071,3150.0,15367.154499999999,12,3150.0,15367.154499999999,8642.595000000001,1.4077251785800091,5866.3066193354725
BLD-25-16512,2025-12-02,RE-ROOF,Closed,douglas,1315 N 129 CR,OMAHA,68154,EMERALD ROOFING DBA RONNOCO CONSTRUCTION INC,Thermoplastic Single-Ply,3777.0,850400.0,41.0,2342.73,2025-11-22,2025-12-12,8552.403894349889,30599.5,14539.889,51981.546,13052.4,53650.289,12,13052.4,53650.289,-28256.77,-0.923438945080802,-22047.09610565011
BLD-25-16521,2025-12-02,RE-ROOF,Closed,douglas,2718 N 65 AV,OMAHA,68104,MCCRIGHT PROPERTIES LLC,Asphalt,1348.0,96900.0,121.0,4500.0,2025-11-22,2025-12-12,6643.248312341968,10000.0,5069.585,13815.2,4667.0,18499.999999999993,12,4667.0,18499.999999999993,-5500.0,-0.55,-3356.751687658032
BLD-25-16559,2025-12-02,RE-ROOF,Issued,douglas,3518 N 82 ST,OMAHA,68134,PROPERTY FLIPS LLC,Asphalt,1098.0,222300.0,69.0,20000.0,2025-11-22,2025-12-12,13200.410161298138,8807.21,1869.8010000000004,16664.8,1050.0,16874.6,12,1050.0,16874.6,11192.79,1.2708667103430034,4393.2001612981385
BLD-25-16572,2025-12-03,RE-ROOF,Issued,douglas,8191 TUCKER ST,OMAHA,68122,TURTLE ROOFING OMAHA,Asphalt,1084.0,236400.0,31.0,9788.0,2025-11-22,2025-12-12,10115.32280489611,9941.0,7235.0,13621.7,6372.8185,25477.54999999998,12,6372.8185,25477.54999999998,-153.0,-0.015390805753948295,174.32280489611003
BLD-25-16602,2025-12-04,RE-ROOF,Closed,douglas,1426 N 191 AV,DOUGLAS COUNTY,68022,"HOME PRIDE CONTRACTORS, INC",Asphalt,3850.0,783000.0,17.0,26000.0,2025-11-22,2025-12-12,25799.951541956616,24000.0,12029.317,52886.964,11269.271499999999,96953.59999999993,12,11269.271499999999,96953.59999999993,2000.0,0.08333333333333333,1799.951541956616
BLD-25-16615,2025-12-04,RE-ROOF,Issued,douglas,8709 DECATUR ST,OMAHA,68114,HOMETOWN ROOFING,Asphalt,1734.0,289200.0,35.0,22344.2,2025-11-22,2025-12-12,15863.425156053356,10002.74,5777.098,19800.0,4865.4415,20450.0,12,4865.4415,20450.0,12341.460000000001,1.2338079366253647,5860.685156053356
BLD-25-16621,2025-12-04,RE-ROOF,Issued,douglas,1039 N 183 CR,DOUGLAS COUNTY,68022,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,Asphalt,1500.0,441500.0,12.0,12701.25,2025-11-22,2025-12-12,14052.084372926949,19423.025,12548.0,29911.5,12275.0,62849.99999999995,12,12275.0,62849.99999999995,-6721.7750000000015,-0.3460725093027477,-5370.940627073052
BLD-25-16630,2025-12-04,RE-ROOF,Issued,douglas,4532 S 15 ST,OMAHA,68107,SUPERLATIVE RESTORATION,Asphalt,988.0,129800.0,125.0,12000.0,2025-11-22,2025-12-12,7334.533075963161,7000.0,1766.4920000000002,14700.000000000002,1439.25,15450.0,12,1439.25,15450.0,5000.0,0.7142857142857143,334.5330759631606
BLD-25-16651,2025-12-05,RE-ROOF,Issued,douglas,3904 NORTH BRANCH DR,OMAHA,68116,JIM'S ROOFING & CONTRACTING,Asphalt,2026.0,377500.0,24.0,7800.0,2025-11-22,2025-12-12,9903.541925634403,14250.0,9414.061000000002,33372.5,8649.0095,34013.0,12,8649.0095,34013.0,-6450.0,-0.45263157894736844,-4346.458074365597
BLD-25-16653,2025-12-05,RE-ROOF,Closed,douglas,2104 N 172 AV,OMAHA,68116,"MLKHEC INC DBA HUSKER HAMMER SIDING, WINDOWS AND ROOFING",Asphalt,2027.0,519700.0,20.0,15700.0,2025-11-22,2025-12-12,14218.446447960307,21197.5,10707.93,33500.0,9592.5475,65049.999999999956,12,9592.5475,65049.999999999956,-5497.5,-0.2593466210638047,-6979.053552039693
BLD-25-16655,2025-12-05,RE-ROOF,Issued,douglas,3211 S 184 TR,OMAHA,68130,HORN INDUSTRIES CORPORATION,Asphalt,2150.0,687000.0,13.0,12100.0,2025-11-22,2025-12-12,21729.285835420735,18712.78,10671.505000000001,49300.0,9592.5475,62419.99999999998,12,9592.5475,62419.99999999998,-6612.779999999999,-0.35338308899051873,3016.505835420736
BLD-25-16656,2025-12-05,RE-ROOF,Issued,douglas,2505 N 48 AV,OMAHA,68104,SOUTH O ROOFING,Asphalt,1568.0,207800.0,96.0,15000.0,2025-11-22,2025-12-12,12852.12688064419,8327.0,2428.2300000000005,14689.293000000001,1380.0,20629.049999999992,12,1380.0,20629.049999999992,6673.0,0.8013690404707577,4525.126880644189
BLD-25-16657,2025-12-05,RE-ROOF,Issued,douglas,3015 S 32 AV,OMAHA,68105,TURTLE ROOFING OMAHA,Asphalt,1669.0,240100.0,125.0,20654.0,2025-11-22,2025-12-12,13702.496895151886,10294.5,6320.459,24300.000000000004,3690.2805000000003,29499.999999999993,12,3690.2805000000003,29499.999999999993,10359.5,1.0063140511923843,3407.996895151886
BLD-25-16665,2025-12-08,RE-ROOF,Issued,douglas,10267 NEBRASKA AV,OMAHA,68134,TURTLE ROOFING OMAHA,Asphalt,2016.0,296300.0,25.0,15387.0,2025-11-22,2025-12-12,15263.277386002263,16170.24,10953.8,27311.9,10474.7055,30530.749999999996,12,10474.7055,30530.749999999996,-783.2399999999998,-0.04843712894799334,-906.9626139977372
BLD-25-16666,2025-12-08,RE-ROOF,Issued,douglas,15415 TUCKER ST,DOUGLAS COUNTY,68007,TURTLE ROOFING OMAHA,Asphalt,1282.0,271700.0,20.0,11693.0,2025-11-22,2025-12-12,9529.954454650746,8500.0,4638.5,13040.4,4249.1,14286.557499999999,12,4249.1,14286.557499999999,3193.0,0.3756470588235294,1029.954454650746
BLD-25-16668,2025-12-08,RE-ROOF,Issued,douglas,8844 N 82 AV,OMAHA,68122,TURTLE ROOFING OMAHA,Asphalt,1152.0,240000.0,30.0,9882.0,2025-11-22,2025-12-12,9705.661444330291,9894.0,7235.0,13621.7,6372.8185,25477.54999999998,12,6372.8185,25477.54999999998,-12.0,-0.001212856276531231,-188.3385556697085
BLD-25-16685,2025-12-08,RE-ROOF,Issued,douglas,2633 S 87 AV,OMAHA,68124,DREW'S UNITED ROOFING & SIDING OF NE INC,Asphalt,1286.0,248700.0,65.0,9700.0,2025-11-22,2025-12-12,10575.5069335913,11066.32,6610.0,17580.0,6222.8,18263.7,12,6222.8,18263.7,-1366.3199999999997,-0.12346651822828182,-490.81306640870025
BLD-25-16697,2025-12-09,RE-ROOF,Issued,douglas,3915 CASTELAR ST,OMAHA,68105,EDGAR ROOFING CO,Asphalt,987.0,237900.0,78.0,12500.0,2025-11-22,2025-12-12,10138.936143548304,8050.0,4655.03,19505.8,4307.055,26534.399999999987,12,4307.055,26534.399999999987,4450.0,0.5527950310559007,2088.9361435483042
BLD-25-16717,2025-12-09,RE-ROOF,Closed,douglas,2305 S 50 ST,OMAHA,68106,ERIE CONSTRUCTION MID-WEST INC,Asphalt,1064.0,188600.0,71.0,35000.0,2025-11-22,2025-12-12,14293.003517680769,6126.8150000000005,4638.53,17994.600000000002,4307.055,19045.899999999998,12,4307.055,19045.899999999998,28873.184999999998,4.712592921444502,8166.188517680768
BLD-25-16746,2025-12-10,RE-ROOF,Closed,douglas,6606 N 148 ST,DOUGLAS COUNTY,68116,MCCOY ROOFING HOLDINGS,Asphalt,1465.0,288300.0,17.0,9000.0,2025-11-22,2025-12-12,9436.880768993366,9315.0,4638.5,13861.6,4249.1,14717.7575,12,4249.1,14717.7575,-315.0,-0.033816425120772944,121.88076899336556
BLD-25-16762,2025-12-11,RE-ROOF,Issued,douglas,2711 N 53 ST,OMAHA,68104,PINNACLE ROOFING LLC,Slate Shingles,1650.0,364300.0,98.0,13000.0,2025-11-22,2025-12-12,11307.887608714122,11000.0,5669.070000000001,26258.100000000006,3185.2650000000003,28212.35,12,3185.2650000000003,28212.35,2000.0,0.18181818181818182,307.8876087141216
BLD-25-16767,2025-12-11,RE-ROOF,Closed,douglas,7125 IOWA ST,OMAHA,68152,SOUTH O ROOFING,Asphalt,1441.0,250800.0,36.0,23000.0,2025-11-22,2025-12-12,15366.222962392647,9941.0,6850.7,14745.562000000002,5722.65,16349.999999999998,12,5722.65,16349.999999999998,13059.0,1.313650538175234,5425.222962392647
BLD-25-16774,2025-12-11,RE-ROOF,Issued,douglas,16611 JONES ST,OMAHA,68118,EVEN-EZER CONSTRUCTION INC,Asphalt,2675.0,492700.0,31.0,27000.0,2025-11-22,2025-12-12,17910.800621646344,13250.0,9100.0,22705.4,8100.0,23354.7995,12,8100.0,23354.7995,13750.0,1.0377358490566038,4660.800621646344
BLD-25-16786,2025-12-12,RE-ROOF,Closed,douglas,6703 N 102 AV,OMAHA,68122,4140 S 52ND ST.,Asphalt,2559.0,355100.0,29.0,20778.0,2025-11-22,2025-12-12,17932.458144046454,15193.5,10670.1,23431.100000000002,10303.6555,25614.949999999997,12,10303.6555,25614.949999999997,5584.5,0.36755849540922103,2738.9581440464535
BLD-25-16788,2025-12-12,RE-ROOF,Closed,douglas,2123 S 38 ST,OMAHA,68105,4140 S 52ND ST.,Asphalt,1118.0,224100.0,72.0,12672.0,2025-11-22,2025-12-12,11201.424048840483,5829.3150000000005,4061.67,19505.8,3967.87,26534.399999999987,12,3967.87,26534.399999999987,6842.6849999999995,1.1738403225764946,5372.1090488404825
BLD-25-16807,2025-12-12,RE-ROOF,Issued,douglas,5821 S 172 AV,OMAHA,68135,ERIC ADAMS CONTRACTING LLC,Thermoplastic Single-Ply,1929.0,459200.0,28.0,10000.0,2025-11-22,2025-12-12,13717.329185885663,12668.5,4222.926,21991.025,3841.797,24816.737499999996,12,3841.797,24816.737499999996,-2668.5,-0.21064056518135532,1048.8291858856628
BLD-25-16816,2025-12-15,RE-ROOF,Issued,douglas,9814 HARNEY PW N,OMAHA,68114,WEATHERGUARD INC,Thermoplastic Single-Ply,4219.0,844900.0,46.0,14523.0,2025-12-13,2026-01-22,17546.56905477573,20934.0,11553.1,54754.598,7244.4785,74349.99999999997,12,7244.4785,74349.99999999997,-6411.0,-0.3062482086557753,-3387.4309452242705
BLD-25-16823,2025-12-15,RE-ROOF,Closed,douglas,4157 J ST,OMAHA,68107,4140 S 52ND ST.,Asphalt,1116.0,204200.0,68.0,10454.0,2025-12-13,2026-01-22,8373.894524255044,6337.535,4061.67,10900.0,3967.87,12073.006999999998,12,3967.87,12073.006999999998,4116.465,0.649537241214447,2036.3595242550437
BLD-25-16826,2025-12-15,RE-ROOF,Issued,douglas,6714 N 37 ST,OMAHA,68112,HORN INDUSTRIES CORPORATION,Asphalt,891.0,141000.0,73.0,4580.0,2025-12-13,2026-01-22,4764.721841964247,8000.0,620.0000000000001,11116.990000000002,500.0,11888.430999999999,12,500.0,11888.430999999999,-3420.0,-0.4275,-3235.278158035753
BLD-25-16827,2025-12-15,RE-ROOF,Closed,douglas,1507 S 50 ST,OMAHA,68106,FULL CIRCLE ROOFING,Asphalt,744.0,162000.0,81.0,7300.0,2025-12-13,2026-01-22,6718.584185165055,6823.8150000000005,4638.53,18914.4,4307.055,26534.399999999987,12,4307.055,26534.399999999987,476.1849999999995,0.06978281210730353,-105.2308148349457
BLD-25-16829,2025-12-15,RE-ROOF,Closed,douglas,5213 N 14 AV,OMAHA,68110,BULLDOG ROOFING,Asphalt,1226.0,156700.0,103.0,9475.63,2025-12-13,2026-01-22,10766.37715174496,9795.0,5969.103,14000.0,4622.5,15349.999999999998,12,4622.5,15349.999999999998,-319.3700000000008,-0.03260541092394087,971.3771517449604
BLD-25-16830,2025-12-15,RE-ROOF,Issued,douglas,4421 G ST,OMAHA,68107,A1 Roofing pros,Asphalt,1210.0,218800.0,61.0,4000.0,2025-12-13,2026-01-22,5628.810723418235,8300.0,4638.53,13313.214,4307.055,23111.452999999987,12,4307.055,23111.452999999987,-4300.0,-0.5180722891566265,-2671.1892765817647
